Frame,Keypoint ID,Keypoint Score,Keypoint Visibility,Keypoint Likelihood,Keypoint Part,Bounding Box,Pose Confidence,X,Y
614,[0.66252565 0.5406719  0.5830491 ],0.49216673,[0.60179293 0.52474487 0.6341075 ],[0.61063856 0.47962108 0.37512022],[0.6701641  0.47038603 0.4327752 ],"[[0.7305527  0.5433464  0.46318588]
 [0.74039596 0.46679747 0.41420197]
 [0.7671595  0.53653246 0.30117026]
 [0.7861205  0.49719563 0.17225274]]",[0.78592205 0.52946424 0.48252273],0.6161621,0.603488
615,[0.6626227 0.5402227 0.6138652],0.49344462,[0.6015608 0.5250415 0.6354004],[0.6109632  0.47917637 0.3752628 ],[0.67129153 0.4692021  0.2867724 ],"[[0.724624   0.5477901  0.31467354]
 [0.74438614 0.46577218 0.37581715]
 [0.77565986 0.5326667  0.41871935]
 [0.7876854  0.49795765 0.20553787]]",[0.78707755 0.5298937  0.5019668 ],0.6161593,0.60304105
616,[0.66364986 0.5403169  0.63729656],0.4928581,[0.6017763  0.52473235 0.6169621 ],[0.6109123  0.47933498 0.37353933],[0.67187333 0.46829554 0.3003149 ],"[[0.72584695 0.54702485 0.34202528]
 [0.7454027  0.46512982 0.38861534]
 [0.7757371  0.5322469  0.4155663 ]
 [0.7881419  0.4964594  0.19453871]]",[0.7879522  0.5307624  0.51986814],0.6165108,0.6035294
617,[0.6624672 0.5406127 0.6203365],0.49360698,[0.60102266 0.5254839  0.6490345 ],[0.6098981  0.4790801  0.49756512],[0.6713116  0.46858063 0.29071015],"[[0.724581   0.54685044 0.3254351 ]
 [0.74556786 0.46604478 0.38079268]
 [0.76704997 0.53432953 0.37825322]
 [0.78795886 0.49736866 0.19849665]]",[0.7878562  0.5310182  0.51917475],0.6155926,0.6027289
618,[0.6636132 0.5406258 0.6505915],0.49325797,[0.6021104 0.5252777 0.6139492],[0.6117617  0.4790446  0.40226895],[0.67245275 0.46797004 0.3129948 ],"[[0.72632927 0.54668915 0.3458235 ]
 [0.74686253 0.46694317 0.37806764]
 [0.7689129  0.53795516 0.31547382]
 [0.78846216 0.4974571  0.20441598]]",[0.7902672  0.53077847 0.51063365],0.6172654,0.60414684
619,[0.6637582  0.5413966  0.64737856],0.4930656,[0.6013543  0.52544737 0.6392641 ],[0.6099467  0.47877678 0.5069945 ],[0.6716493  0.46796906 0.30631754],"[[0.7249076  0.54720163 0.32262716]
 [0.7456951  0.4652257  0.38113692]
 [0.7664778  0.53495854 0.39229584]
 [0.78814375 0.49758545 0.20564054]]",[0.7887837  0.53158396 0.51691914],0.61627376,0.6032804
620,[0.6641627 0.5410008 0.6511534],0.4933974,[0.60199636 0.5254696  0.61591816],[0.610971  0.4791707 0.3777915],[0.6719326 0.467954  0.312369 ],"[[0.72603583 0.5471264  0.3299004 ]
 [0.7461458  0.46501032 0.3939039 ]
 [0.7664533  0.5349236  0.3859978 ]
 [0.7881015  0.49766782 0.19484535]]",[0.7889845 0.5306101 0.5076184],0.61716795,0.6041274
621,[0.6646953  0.54112005 0.65139794],0.49306282,[0.6019093 0.5253764 0.6221814],[0.61103153 0.47896236 0.38529795],[0.67188394 0.46831244 0.3097377 ],"[[0.7280719  0.5462276  0.36749887]
 [0.7461977  0.4658681  0.3877099 ]
 [0.7755604  0.5327799  0.40954176]
 [0.78788495 0.4975214  0.19867639]]",[0.7880855  0.5299376  0.49147305],0.6171034,0.60399014
622,[0.66613454 0.54083794 0.6627144 ],0.4929004,[0.60160357 0.52507955 0.6303197 ],[0.6108339  0.47889227 0.3831416 ],[0.6724413  0.467774   0.33176464],"[[0.72913665 0.5460497  0.36327514]
 [0.74746364 0.46611476 0.39708957]
 [0.7761578  0.531908   0.43273506]
 [0.7893241  0.49764246 0.20233154]]",[0.78922045 0.5304523  0.34939224],0.6162483,0.60313773
623,[0.6658747 0.5406378 0.6604613],0.49282366,[0.60169494 0.5250304  0.63283485],[0.61018807 0.47850332 0.50696385],[0.6720999  0.46786878 0.32486916],"[[0.7284687  0.5466356  0.34949836]
 [0.74675566 0.46434978 0.39641917]
 [0.7762552  0.531804   0.4301403 ]
 [0.7893584  0.4975934  0.19775023]]",[0.79018575 0.5292605  0.48454002],0.61632496,0.60317343
624,[0.66613185 0.54033494 0.65421677],0.4922185,[0.60199183 0.5244667  0.62298906],[0.6112763  0.47847754 0.38729054],[0.67245275 0.4677046  0.34715858],"[[0.73016053 0.5471549  0.34917325]
 [0.74858433 0.4652005  0.40764984]
 [0.77634513 0.5331198  0.4329135 ]
 [0.789541   0.49839464 0.19676526]]",[0.78891677 0.52921    0.4921282 ],0.61692965,0.603655
625,[0.6644574  0.54054    0.63303757],0.49192053,[0.60084605 0.52424484 0.6541465 ],[0.60963523 0.47835603 0.49261358],[0.6705334  0.46819344 0.3058244 ],"[[0.72729367 0.54597145 0.33416042]
 [0.7446676  0.46473303 0.39253956]
 [0.76793396 0.53962064 0.32017297]
 [0.78727305 0.49736798 0.17069837]]",[0.7867237  0.5300003  0.49865004],0.6154385,0.60249
626,[0.66453415 0.5406459  0.63614464],0.49047846,[0.6006213  0.52410436 0.6559762 ],[0.6092005  0.47778758 0.51240814],[0.67050076 0.46801585 0.32121804],"[[0.72828937 0.5457941  0.33799374]
 [0.74563086 0.46502987 0.39622533]
 [0.7686753  0.5381982  0.3137957 ]
 [0.78792214 0.49686697 0.17811893]]",[0.78719544 0.5300933  0.50355124],0.615216,0.6021669
627,[0.6638541  0.54128397 0.62585425],0.49003628,[0.601291  0.52386   0.6311651],[0.61053765 0.4783312  0.3696494 ],[0.6695097 0.4682569 0.3070303],"[[0.7268231  0.5444104  0.31610298]
 [0.7429808  0.46379885 0.41475958]
 [0.7678938  0.5371357  0.33606738]
 [0.78700775 0.49638122 0.17020597]]",[0.78486645 0.5299498  0.4933222 ],0.6169937,0.60367155
628,[0.66268456 0.54146165 0.5946158 ],0.48835522,[0.59984064 0.5236617  0.6442157 ],[0.6082899 0.4776246 0.5635354],[0.66895545 0.4681979  0.30975628],"[[0.7258368  0.54373175 0.32798147]
 [0.7461787  0.46591565 0.39046267]
 [0.7685149  0.5358751  0.3214392 ]
 [0.7876836  0.4980267  0.17630093]]",[0.783964   0.53006095 0.49947107],0.6148532,0.6016235
629,[0.66372216 0.5423178  0.6163182 ],0.48729673,[0.600558   0.52367204 0.6348671 ],[0.6090399  0.47678104 0.543768  ],[0.6703269  0.46767873 0.33844432],"[[0.72798336 0.54423916 0.31508702]
 [0.74874526 0.46673942 0.36775875]
 [0.76870525 0.53592736 0.3101868 ]
 [0.7884131  0.4989153  0.20356011]]",[0.7872995  0.52890116 0.4856954 ],0.61588985,0.60207343
630,[0.66345716 0.54009414 0.6117013 ],0.48709396,[0.60010445 0.5218368  0.62300783],[0.60904056 0.47610256 0.5427669 ],[0.67093676 0.46711168 0.37618864],"[[0.72859186 0.54493773 0.3496885 ]
 [0.7490911  0.46906957 0.37880775]
 [0.77757174 0.53192306 0.3810849 ]
 [0.79121244 0.50127196 0.21250062]]",[0.7879393  0.52969253 0.50957143],0.6151828,0.6018947
631,[0.66246617 0.5382756  0.60783935],0.48526615,[0.59941775 0.5200518  0.53903496],[0.6080716  0.47557858 0.5838531 ],[0.6712747  0.46668565 0.38357145],"[[0.7267497  0.5440283  0.34074298]
 [0.74788696 0.46733612 0.38090757]
 [0.7762305  0.53139925 0.38502833]
 [0.7905919  0.49932727 0.19112732]]",[0.78858733 0.52982754 0.5126163 ],0.61311275,0.6009639
632,[0.6606413  0.5369058  0.54735255],0.48529828,[0.598133   0.52027005 0.5263032 ],[0.60714805 0.4753689  0.6228434 ],[0.66945994 0.46655005 0.3666839 ],"[[0.7243819  0.5439549  0.33292082]
 [0.7456929  0.46580383 0.36875498]
 [0.775304   0.5308165  0.39726335]
 [0.7890353  0.49794036 0.17873803]]",[0.7865525  0.52893716 0.49646583],0.61166096,0.5993505
633,[0.6585864  0.53753024 0.47257504],0.48529795,[0.5959614  0.52101827 0.46490803],[0.60477084 0.4740529  0.6405921 ],[0.66677266 0.46694517 0.29693455],"[[0.72861326 0.54227984 0.4812789 ]
 [0.74040353 0.46696162 0.38555944]
 [0.7663351  0.53416306 0.37406138]
 [0.7869335  0.49790353 0.18722078]]",[0.7833367  0.52802306 0.46275246],0.60817075,0.5960025
634,[0.657656  0.5375265 0.4714078],0.48581898,[0.59699684 0.5208231  0.4722972 ],[0.6063592 0.4752202 0.6586293],[0.6671921  0.46636885 0.33339155],"[[0.729728   0.53986937 0.4766444 ]
 [0.7449361  0.4676981  0.36914754]
 [0.76736456 0.5326303  0.3385461 ]
 [0.7880524  0.49673033 0.175704  ]]",[0.7842653  0.5303779  0.48729813],0.61288804,0.59957594
635,[0.6572661  0.53513086 0.4465237 ],0.48549724,[0.5972677  0.5198056  0.43157804],[0.6050212 0.4748318 0.6618852],[0.6649392  0.4676258  0.32682598],"[[0.7262768  0.5415165  0.5003624 ]
 [0.7389399  0.46438572 0.43480086]
 [0.7663573  0.5325162  0.34566042]
 [0.7862832  0.4940386  0.14278498]]",[0.77926236 0.528886   0.416357  ],0.6086305,0.5970344
636,[0.6591633  0.53520477 0.48610693],0.4857269,[0.59879184 0.519563   0.4450542 ],[0.6063643  0.47477102 0.64207506],[0.6670303  0.4667134  0.32462916],"[[0.7282531  0.541521   0.48456278]
 [0.74200517 0.4638842  0.4248355 ]
 [0.77486    0.5302615  0.3842604 ]
 [0.7873541  0.4955123  0.15658818]]",[0.7812341  0.5291937  0.45559454],0.6103268,0.5992565
637,[0.65751565 0.5361673  0.49346212],0.48546132,[0.5982394  0.5206768  0.49459556],[0.6066415  0.4748305  0.65549004],[0.6661322  0.4652377  0.33820692],"[[0.7291804  0.5395475  0.48583317]
 [0.7418347  0.46456817 0.41378912]
 [0.76675546 0.53182226 0.33462808]
 [0.7873905  0.49562073 0.1620639 ]]",[0.78107643 0.5299955  0.4463102 ],0.6117385,0.60059845
638,[0.6571379  0.53648454 0.47429553],0.48427382,[0.59838957 0.5202205  0.48880967],[0.60683346 0.47444898 0.6439252 ],[0.66572964 0.46540418 0.3290585 ],"[[0.7275614  0.5387287  0.49808222]
 [0.739389   0.46369436 0.41912806]
 [0.766769   0.5311136  0.3270904 ]
 [0.78754246 0.49497977 0.16685238]]",[0.7801937 0.529955  0.4253763],0.6125143,0.6008583
639,[0.6573775  0.53544956 0.48688254],0.48451254,[0.6000419  0.51934266 0.46838948],[0.6082248  0.47412264 0.6166508 ],[0.66549414 0.46457565 0.3372896 ],"[[0.7279185  0.5374735  0.4947536 ]
 [0.7379873  0.46389335 0.42175508]
 [0.7664252  0.5291029  0.31358978]
 [0.7863676  0.49523637 0.1573462 ]]",[0.7783793  0.52884775 0.36754376],0.6150342,0.6032327
640,[0.65809476 0.5331907  0.46228385],0.4837484,[0.60120845 0.518012   0.48475477],[0.6069994  0.47287855 0.5764842 ],[0.66456956 0.4648198  0.3963241 ],"[[0.72971594 0.53594154 0.49766046]
 [0.73680913 0.46229044 0.44071144]
 [0.76888245 0.52706516 0.25905085]
 [0.7857135  0.49267635 0.1442377 ]]",[0.7771084  0.52607834 0.33169413],0.6140877,0.6022774
641,[0.65702784 0.532573   0.44506207],0.43933088,[0.601016   0.51788527 0.498631  ],[0.60645    0.47278693 0.58064866],[0.6629441 0.4636698 0.439726 ],"[[0.72957075 0.5346661  0.45678183]
 [0.73603356 0.4613503  0.45408466]
 [0.76843417 0.52608216 0.2674917 ]
 [0.7836273  0.4955189  0.12859948]]",[0.7727975  0.5255719  0.47661942],0.6140667,0.60238665
642,[0.65923476 0.53355247 0.48650166],0.32561505,[0.6026062  0.5176807  0.51208484],[0.6093493  0.4733362  0.41548085],[0.66600674 0.46235687 0.3678023 ],"[[0.73409146 0.53431755 0.41247734]
 [0.73970914 0.46283066 0.40275702]
 [0.76790833 0.5234183  0.2508428 ]
 [0.78471017 0.4951609  0.13912518]]",[0.7769697  0.5271698  0.32818735],0.6170239,0.60482687
643,[0.65799856 0.531578   0.39270654],0.48045608,[0.60202056 0.5152772  0.57377386],[0.6070626  0.47128752 0.5266858 ],[0.6624413  0.46307206 0.44235304],"[[0.73058367 0.536982   0.49752572]
 [0.7368226  0.46004114 0.43595088]
 [0.76738393 0.5262742  0.26352483]
 [0.77581507 0.48325148 0.20833333]]",[0.7750764  0.5237741  0.48742208],0.6155607,0.6027772
644,[0.6574348  0.5309142  0.36135626],0.479173,[0.60161424 0.5149318  0.5824381 ],[0.60726064 0.47022915 0.4725195 ],[0.6618706  0.46266913 0.45860445],"[[0.7309651  0.538462   0.48154262]
 [0.7366812  0.45965675 0.43693697]
 [0.76532036 0.52493    0.2659721 ]
 [0.7730025  0.4844508  0.19378603]]",[0.77382475 0.52391475 0.48714304],0.6171899,0.6038353
645,[0.66107523 0.53279305 0.5100503 ],0.4312225,[0.6040993  0.5143297  0.54424965],[0.61065197 0.47039458 0.38767782],[0.66274637 0.4642505  0.47115397],"[[0.73350334 0.53775007 0.47488335]
 [0.73614633 0.46052936 0.41044208]
 [0.765206   0.52255607 0.24970005]
 [0.77221555 0.4820552  0.1886643 ]]",[0.77537566 0.52518535 0.40792987],0.62073874,0.6070796
646,[0.6597484 0.5337858 0.4817567],0.45574567,[0.6032844 0.5139951 0.603426 ],[0.61066437 0.4702961  0.40078738],[0.66401505 0.4626517  0.47948194],"[[0.7323048  0.53844273 0.48882166]
 [0.7378431  0.46081007 0.39960697]
 [0.7637757  0.52350026 0.26555583]
 [0.7814914  0.4878725  0.17717642]]",[0.7771435  0.5251467  0.30713165],0.62007904,0.6066539
647,[0.662111   0.5322315  0.52460325],0.47506493,[0.60201454 0.5120508  0.67050946],[0.6056369  0.46657193 0.38526347],[0.66387695 0.4616574  0.49746436],"[[0.73357224 0.5382285  0.4887164 ]
 [0.73609036 0.4595677  0.4152797 ]
 [0.7627643  0.52656466 0.29706448]
 [0.7719239  0.48309475 0.19224532]]",[0.7759979  0.5234451  0.42525628],0.6173391,0.6038518
648,[0.6599363  0.5313182  0.54506624],0.4712865,[0.60228276 0.51239437 0.6567903 ],[0.6106045  0.46703637 0.29936913],[0.6653203  0.46065187 0.5009683 ],"[[0.7325195  0.5367939  0.5234044 ]
 [0.73683864 0.4613121  0.39432228]
 [0.7664084  0.5226888  0.2860129 ]
 [0.78098845 0.480854   0.2622856 ]]",[0.77425677 0.52624553 0.42027023],0.6208424,0.60647136
649,[0.660191  0.5301872 0.5638987],0.47507915,[0.60316086 0.51127034 0.64191973],[0.60899466 0.4648945  0.4702702 ],[0.66480577 0.4599328  0.5307205 ],"[[0.7295386  0.5378135  0.5047029 ]
 [0.7330971  0.4580928  0.40819818]
 [0.7706882  0.5219152  0.23736124]
 [0.78252727 0.47893026 0.25852028]]",[0.774714   0.52526766 0.50490594],0.62079656,0.60707915
650,[0.65927476 0.5305545  0.55987847],0.47321153,[0.6029352 0.5105938 0.6448389],[0.6094611  0.46332464 0.51810634],[0.6640453  0.45924968 0.519817  ],"[[0.7300958  0.5373284  0.51245403]
 [0.7355641  0.45889348 0.372959  ]
 [0.7648455  0.5218825  0.28989923]
 [0.78255457 0.48057693 0.25434136]]",[0.77441585 0.52322626 0.48048946],0.62261385,0.607608
651,[0.6576481 0.528902  0.5482594],0.4307988,[0.60723114 0.5076476  0.46050036],[0.6104033  0.46079403 0.52094567],[0.663565   0.45824525 0.49978745],"[[0.73327166 0.5371318  0.44001737]
 [0.7358241  0.4624679  0.33457518]
 [0.76166856 0.52401924 0.26492506]
 [0.7797066  0.48735452 0.19735801]]",[0.7715712  0.52100474 0.42373753],0.6246954,0.6117841
652,[0.6580051  0.52917665 0.59447056],0.441345,[0.6044753 0.50781   0.5424322],[0.61180395 0.46047157 0.4716592 ],[0.66770726 0.45827413 0.41069782],"[[0.7346223  0.53677475 0.45287418]
 [0.73657423 0.46416485 0.34652257]
 [0.7638416  0.52325773 0.28429076]
 [0.77978086 0.48966768 0.26936796]]",[0.78222066 0.5223324  0.4340215 ],0.62362564,0.6116487
653,[0.65581983 0.5260325  0.543965  ],0.37271872,[0.6046239 0.5030258 0.3141608],[0.6118104  0.458278   0.44130978],[0.666354   0.45660064 0.5158478 ],"[[0.7336611  0.53574115 0.45865384]
 [0.73873293 0.46141365 0.33526397]
 [0.75685436 0.5098951  0.19962682]
 [0.77979773 0.48229122 0.24689418]]",[0.78501606 0.5188913  0.4095401 ],0.6240013,0.6112736
654,[0.65828633 0.5232619  0.61834997],0.35394287,[0.6055014  0.5016562  0.29972452],[0.61219174 0.4570308  0.4608254 ],[0.670904   0.45592064 0.49615782],"[[0.73615026 0.53681636 0.42323643]
 [0.7433847  0.46370357 0.26469198]
 [0.76620674 0.51532197 0.2675135 ]
 [0.7827484  0.4804813  0.2810475 ]]",[0.789788   0.5188118  0.42063498],0.6231731,0.6108967
655,[0.658669  0.5202217 0.598492 ],0.32618758,[0.6073769  0.49955046 0.2533818 ],[0.6126127  0.4559939  0.43699193],[0.669606   0.45512876 0.50562984],"[[0.73582065 0.53570014 0.39461628]
 [0.73609793 0.4591417  0.2939053 ]
 [0.7604351  0.5139067  0.21904619]
 [0.7830471  0.47685367 0.2767342 ]]",[0.7871598  0.51650554 0.38899055],0.62436646,0.61229146
656,[0.6603348 0.5187965 0.6034857],0.4634573,[0.6083775  0.5018485  0.35286483],[0.6137177  0.45421427 0.4029722 ],[0.6699033  0.45371276 0.3313437 ],"[[0.7348227  0.53922755 0.35365805]
 [0.7369937  0.45260563 0.32290682]
 [0.7604669  0.51104754 0.2306416 ]
 [0.79222876 0.4643085  0.26167977]]",[0.7880093 0.514623  0.449113 ],0.62414885,0.61242384
657,[0.66114295 0.5136602  0.5103335 ],0.4586565,[0.60977197 0.4958724  0.4330982 ],[0.6140789 0.4549366 0.3611153],[0.67032903 0.4547584  0.32621533],"[[0.735676   0.53236294 0.26885507]
 [0.73713154 0.45329693 0.34757668]
 [0.76833004 0.5145721  0.21523342]
 [0.79465854 0.4649454  0.24644005]]",[0.78852504 0.5128112  0.3785656 ],0.62544197,0.6124637
658,[0.6588875 0.5176052 0.6065519],0.45663017,[0.6067264  0.48569012 0.355774  ],[0.61460483 0.45594418 0.3537159 ],[0.6702694  0.45507008 0.34800932],"[[0.7301977  0.5254355  0.27826774]
 [0.7380367  0.45413113 0.3510891 ]
 [0.7545492  0.5102306  0.20879748]
 [0.7953288  0.46576568 0.21431334]]",[0.7840695 0.5119444 0.3957765],0.6199453,0.6083539
659,[0.65688986 0.5126983  0.59766424],0.39123052,[0.6073969  0.4844446  0.37461463],[0.61302865 0.4538675  0.3094943 ],[0.6671034  0.45527968 0.505391  ],"[[0.72557366 0.5232183  0.33004522]
 [0.7312235  0.44916388 0.35875818]
 [0.7491113  0.51177305 0.23123139]
 [0.77977896 0.4625371  0.20216176]]",[0.7784358  0.50881416 0.40417084],0.618907,0.608895
660,[0.66043943 0.5117663  0.658659  ],0.45553264,[0.61274004 0.4837752  0.41214237],[0.61928076 0.4557058  0.3773261 ],[0.6682999  0.453732   0.38807818],"[[0.72741973 0.519857   0.35977975]
 [0.7336929  0.4450219  0.35811257]
 [0.74773365 0.49672124 0.23114215]
 [0.77810144 0.46247828 0.17017634]]",[0.78114074 0.50420886 0.3799193 ],0.6274881,0.6154282
661,[0.6583624 0.5083266 0.6313329],0.34909764,[0.61203676 0.47881556 0.45962548],[0.61523485 0.45602265 0.35622317],[0.66899365 0.45076686 0.44474688],"[[0.7279247  0.5187501  0.3516247 ]
 [0.73683184 0.43861657 0.38875592]
 [0.74803066 0.49206567 0.22276413]
 [0.7795371  0.44458356 0.13065594]]",[0.7831215  0.50671846 0.42788625],0.6209626,0.6107865
662,[0.65649605 0.5052841  0.5756633 ],0.44079545,[0.6116891  0.47651544 0.5228793 ],[0.61581916 0.44675347 0.40110928],[0.6660597  0.44702023 0.38229322],"[[0.7270468  0.5176602  0.29099834]
 [0.73862594 0.43722534 0.45564434]
 [0.74829495 0.49248502 0.24521512]
 [0.7705627  0.43171573 0.26355052]]",[0.7747882  0.5096205  0.44908366],0.6176595,0.6089945
663,[0.6582324 0.4999961 0.5549631],0.36780953,[0.61336434 0.47330752 0.5809324 ],[0.6163655  0.44142118 0.38947862],[0.6695045  0.44344294 0.48658738],"[[0.7300097  0.5214802  0.36684164]
 [0.7459047  0.43201244 0.40493622]
 [0.75657964 0.48766539 0.2786458 ]
 [0.8154043  0.41629502 0.14789863]]",[0.78129154 0.50985414 0.46941972],0.6226376,0.6130358
664,[0.65730935 0.50401103 0.5582179 ],0.3984827,[0.61347115 0.4716841  0.5533042 ],[0.61626697 0.43937084 0.3799123 ],[0.6702804  0.44233742 0.49553978],"[[0.7300079  0.5131572  0.2554005 ]
 [0.74578553 0.430533   0.41009414]
 [0.75424826 0.48202136 0.25917998]
 [0.82783884 0.40299958 0.2709361 ]]",[0.7862109  0.5085061  0.51221335],0.6236682,0.61380136
665,[0.6563122  0.49714315 0.57734644],0.4342683,[0.6129659  0.46706578 0.46870673],[0.6144402  0.4401437  0.34592903],[0.66760254 0.44162273 0.5382861 ],"[[0.7291794  0.5075843  0.28739414]
 [0.7436225  0.43050507 0.39528102]
 [0.77019656 0.48904413 0.27411103]
 [0.82659376 0.40343973 0.24731825]]",[0.77700543 0.5074082  0.4442672 ],0.6224799,0.61165386
666,[0.65784156 0.49649107 0.609761  ],0.4342037,[0.6152712  0.46920457 0.5050808 ],[0.6159906  0.43976852 0.35105732],[0.66917825 0.44174445 0.43183723],"[[0.73327005 0.5000341  0.2661024 ]
 [0.7438125  0.42854398 0.36840063]
 [0.77174723 0.49245942 0.27553853]
 [0.8186818  0.39922148 0.19136457]]",[0.77434474 0.5054389  0.39988044],0.62426466,0.61354077
667,[0.6593036  0.49013674 0.6044239 ],0.42175257,[0.61144125 0.45905444 0.5175124 ],[0.61317885 0.44138485 0.25087178],[0.667515   0.44318986 0.52341723],"[[0.730527   0.50028133 0.2921848 ]
 [0.74073905 0.4276458  0.45900998]
 [0.7750394  0.48951906 0.26397353]
 [0.79323465 0.4103344  0.16942622]]",[0.7797185  0.5011054  0.29469746],0.6156659,0.60693824
669,[0.66900927 0.47775635 0.53661776],0.35638466,[0.61179006 0.45145935 0.4980177 ],[0.61316323 0.4474796  0.24925244],[0.66907614 0.44296128 0.41656795],"[[0.7414978  0.47990847 0.19293332]
 [0.74026173 0.4224147  0.31215173]
 [0.7908177  0.48885137 0.23763669]
 [0.80356455 0.39256406 0.15271246]]",[0.7801969  0.49964032 0.26622802],0.61653817,0.6046002
670,[0.6724495  0.47553638 0.46651307],0.3077799,[0.614334   0.44737294 0.54457915],[0.6157572  0.45107898 0.29203302],[0.6722782  0.44161636 0.46950373],"[[0.73931617 0.4922431  0.25599337]
 [0.7447375  0.41952664 0.46509996]
 [0.79443824 0.4742033  0.17852648]
 [0.80143774 0.38939214 0.17940538]]",[0.79088455 0.49507323 0.21723372],0.6175257,0.6058562
671,[0.6688272  0.48307857 0.5767976 ],0.4248138,[0.61516184 0.45299628 0.4938705 ],[0.61562103 0.437164   0.3323111 ],[0.6734091 0.4313893 0.5455855],"[[0.7432245  0.47950667 0.22831036]
 [0.74123985 0.41465437 0.48883635]
 [0.7888984  0.4850438  0.26432747]
 [0.7942818  0.38281268 0.14525445]]",[0.7838728  0.49768037 0.32901296],0.62117404,0.60984254
672,[0.67216253 0.47171837 0.49510506],0.39317513,[0.6168175  0.44222102 0.54585326],[0.6173     0.44675052 0.34633997],[0.67597204 0.43338117 0.5305396 ],"[[0.7492584  0.4753211  0.19763185]
 [0.7455049  0.41270941 0.45468247]
 [0.796653   0.4737315  0.24685486]
 [0.8122874  0.37046158 0.17092016]]",[0.78731716 0.49769503 0.3668019 ],0.6204703,0.6094669
673,[0.6707723  0.4775126  0.46846294],0.42927456,[0.6192926  0.44900292 0.5428133 ],[0.61892515 0.43587363 0.40302393],[0.6838606  0.42519194 0.61973554],"[[0.7540234  0.48075765 0.17912911]
 [0.7531038  0.40192443 0.3367998 ]
 [0.8034005  0.47869915 0.29276446]
 [0.8203427  0.36210862 0.30317253]]",[0.7975236  0.50098294 0.30643833],0.62699074,0.6164329
674,[0.6718918  0.47759333 0.52882254],0.42533022,[0.62129    0.44617462 0.5280136 ],[0.6220151  0.43349037 0.36484852],[0.68748116 0.42218027 0.6114167 ],"[[0.74893034 0.48688778 0.20119902]
 [0.7558487  0.39951453 0.383268  ]
 [0.8007932  0.47858936 0.25071153]
 [0.820866   0.3583181  0.24589945]]",[0.7978858  0.50290906 0.36540624],0.6293033,0.61935
675,[0.67541146 0.4777889  0.65513563],0.37065974,[0.625116   0.45128965 0.44451034],[0.6260379  0.42031476 0.34825325],[0.69063395 0.41598502 0.5499283 ],"[[0.7515389  0.4829892  0.22759253]
 [0.7596586  0.39700451 0.55305445]
 [0.8046743  0.48071367 0.31062174]
 [0.8273382  0.35597137 0.31298462]]",[0.8005533  0.5026416  0.38719305],0.63479614,0.6237681
676,[0.6731753  0.47440028 0.63642764],0.38104203,[0.62522495 0.44567797 0.5518031 ],[0.6272608 0.4128013 0.3599299],[0.69220436 0.41378468 0.62132525],"[[0.748067   0.4876306  0.26201618]
 [0.760019   0.395596   0.5621078 ]
 [0.80023766 0.4775902  0.2493596 ]
 [0.8289293  0.3498237  0.33581963]]",[0.80638885 0.5047097  0.43093958],0.6360814,0.62571293
677,[0.67342055 0.46646324 0.53737164],0.34212914,[0.62297076 0.43178064 0.36642542],[0.6265886 0.418896  0.3349935],[0.6936102  0.41026735 0.6414614 ],"[[0.75557923 0.47395518 0.24204275]
 [0.7657008  0.38962597 0.46501985]
 [0.803495   0.47788566 0.327089  ]
 [0.8311385  0.34790137 0.34056905]]",[0.8030567  0.50007415 0.34831515],0.63179064,0.62045366
678,[0.6768762 0.4642619 0.6542951],0.4001322,[0.62814933 0.43127686 0.5352886 ],[0.6303359  0.40852916 0.28816798],[0.6948449  0.40668085 0.54190445],"[[0.7547733  0.47346854 0.29048002]
 [0.77016604 0.38957432 0.49047592]
 [0.8037605  0.47556454 0.36370966]
 [0.832336   0.34963262 0.3247131 ]]",[0.8049515  0.5002248  0.36560494],0.6370766,0.6269903
679,[0.67697376 0.46374267 0.6807041 ],0.3962992,[0.6315797  0.43383572 0.6419041 ],[0.63421226 0.40223134 0.4372901 ],[0.6927974  0.4067506  0.47469038],"[[0.74824136 0.4793504  0.4901517 ]
 [0.770814   0.39360368 0.47098395]
 [0.8029169  0.4755863  0.33627948]
 [0.83040786 0.35272416 0.2929592 ]]",[0.80303216 0.49875584 0.3524552 ],0.64096206,0.6310682
680,[0.6746132  0.4584823  0.65553606],0.39270115,[0.63313895 0.42917734 0.62819386],[0.636651   0.39611408 0.29391572],[0.69014853 0.4052969  0.40945685],"[[0.75215876 0.47027338 0.38380218]
 [0.7686977  0.39632666 0.45554247]
 [0.80136913 0.47207218 0.3128191 ]
 [0.8294453  0.3534661  0.29269752]]",[0.8006776  0.49485815 0.4398252 ],0.64290476,0.63422364
681,[0.6799098 0.449996  0.6349783],0.39098,[0.6399784  0.42191404 0.4613083 ],[0.6462637  0.39260572 0.38483945],[0.69923455 0.40066427 0.46412215],"[[0.7529863  0.4683583  0.30890483]
 [0.7738692  0.3949147  0.5158876 ]
 [0.8041497  0.46092403 0.2307664 ]
 [0.83011717 0.35230386 0.28403836]]",[0.7967755  0.4914014  0.41127092],0.6537807,0.6444268
682,[0.6800082  0.4465214  0.55622137],0.386129,[0.6400725  0.41779742 0.33495983],[0.6449607  0.39035594 0.36091593],[0.69728667 0.39667493 0.53259003],"[[0.7523297  0.4652137  0.36241552]
 [0.7735555  0.39695126 0.51208085]
 [0.80259424 0.46654618 0.33420852]
 [0.82709557 0.35587838 0.30141786]]",[0.79149896 0.492763   0.38286138],0.6531048,0.6438143
