Frame,Keypoint ID,Keypoint Score,Keypoint Visibility,Keypoint Likelihood,Keypoint Part,Bounding Box,Pose Confidence,X,Y
964,[0.68009406 0.3884955  0.4965708 ],0.3478384,[0.6542242  0.35656503 0.48817828],[0.6510127  0.3721465  0.26072806],[0.6605588  0.4029714  0.28964445],"[[0.7924136  0.39132926 0.45690408]
 [0.7839139  0.39816976 0.24087036]
 [0.87455934 0.37909132 0.5870703 ]
 [0.8725164  0.38719577 0.24345623]]",[0.7094035  0.4764946  0.47677693],0.67570543,0.66512764
965,[0.680085   0.38808528 0.4999644 ],0.34827363,[0.6547598  0.3570606  0.49722198],[0.6513213  0.37171206 0.25686163],[0.66126966 0.40175238 0.3034742 ],"[[0.79255664 0.3914817  0.44542548]
 [0.7843794  0.39815986 0.23918474]
 [0.8744729  0.37946552 0.5789434 ]
 [0.87281173 0.3876692  0.25006694]]",[0.7087891  0.47651896 0.47218904],0.6755376,0.66495526
966,[0.67873293 0.38935947 0.46424842],0.34777057,[0.6560923  0.3573446  0.49747798],[0.65381277 0.3698208  0.2529014 ],[0.66236943 0.39880672 0.30955046],"[[0.7913357  0.39115697 0.43143928]
 [0.78479046 0.3962684  0.24945532]
 [0.87412786 0.37972006 0.5682486 ]
 [0.8729012  0.38648182 0.26433805]]",[0.7081712  0.47849396 0.4778257 ],0.67746174,0.66678506
967,[0.6799159  0.3871954  0.49228844],0.34794503,[0.6547793  0.35572892 0.47302094],[0.65095526 0.37187892 0.2683726 ],[0.66012675 0.4012784  0.28710607],"[[0.7922336  0.39134392 0.46016562]
 [0.7837025  0.39780653 0.24851505]
 [0.87427765 0.37951875 0.5884353 ]
 [0.8721855  0.38729855 0.23928693]]",[0.709569   0.47713488 0.48572516],0.6754823,0.6652052
968,[0.67932975 0.3870727  0.4802376 ],0.34842157,[0.654103  0.3555448 0.4717938],[0.6506308  0.37228563 0.27487034],[0.65986264 0.40107962 0.28535417],"[[0.79172397 0.39093867 0.44793653]
 [0.7836381  0.39773893 0.24498257]
 [0.8736966  0.37899256 0.5867187 ]
 [0.8718966  0.38711306 0.24844246]]",[0.70933276 0.47654015 0.48602194],0.6748156,0.664605
969,[0.68106234 0.38780707 0.4929911 ],0.3305399,[0.6545424  0.35573277 0.47473866],[0.6507238  0.37172115 0.27203667],[0.6593783  0.40225664 0.28985372],"[[0.7932774  0.38931447 0.4932136 ]
 [0.7828316  0.39828455 0.2414879 ]
 [0.8751106  0.37933296 0.60796034]
 [0.8716999  0.38762474 0.22596495]]",[0.7117933  0.47811234 0.49168408],0.67440647,0.66427714
970,[0.680817   0.38662153 0.4917133 ],0.348423,[0.65511817 0.35564962 0.4722278 ],[0.65156484 0.3724149  0.2706832 ],[0.6611671  0.40168476 0.29083207],"[[0.79254127 0.3910369  0.44669718]
 [0.7838304  0.3981709  0.24962965]
 [0.8737015  0.37902677 0.59975344]
 [0.87149554 0.38766918 0.24545687]]",[0.7089214  0.47613677 0.48297533],0.6768567,0.6662786
971,[0.68151295 0.3871353  0.5041013 ],0.34862337,[0.6558298  0.3564765  0.48482528],[0.6520831  0.37266788 0.26575708],[0.66164523 0.40154937 0.30038524],"[[0.7931124  0.3914092  0.44787982]
 [0.78388256 0.3982059  0.24801327]
 [0.87425786 0.37905055 0.61354256]
 [0.8718359  0.38724774 0.24387832]]",[0.7094614  0.47650442 0.48330098],0.67737544,0.66673255
972,[0.6814802  0.38807464 0.4971287 ],0.34778833,[0.65560025 0.35587287 0.47664708],[0.6529448  0.3710741  0.25846097],[0.66232514 0.40103835 0.31017458],"[[0.79269695 0.39161006 0.4614088 ]
 [0.7842468  0.3983623  0.24730077]
 [0.8740766  0.3796857  0.6039846 ]
 [0.87175936 0.38760337 0.23953407]]",[0.7079935  0.47661093 0.4739688 ],0.6779214,0.6669777
973,[0.680402   0.38744152 0.48417854],0.3481185,[0.6552407  0.35570386 0.4733401 ],[0.6521244  0.3718836  0.26443523],[0.6609532  0.40202156 0.2905333 ],"[[0.79280174 0.39121872 0.43411756]
 [0.78489345 0.39796248 0.24714284]
 [0.8743384  0.37868822 0.5732914 ]
 [0.8727177  0.38699973 0.25862756]]",[0.70817345 0.47650865 0.49106574],0.6773385,0.66654503
974,[0.6820054  0.38873228 0.48996225],0.34768125,[0.65636843 0.3569942  0.4867685 ],[0.65359753 0.371502   0.2490258 ],[0.6615377 0.4017697 0.3033534],"[[0.7938629  0.3872592  0.46820387]
 [0.7856781  0.39647695 0.2309606 ]
 [0.87448    0.37874097 0.55855995]
 [0.87289596 0.38612258 0.24940804]]",[0.70985746 0.4765285  0.485474  ],0.6769168,0.6662371
975,[0.683248   0.39030764 0.46353042],0.3435767,[0.6547669  0.35490644 0.39106023],[0.65475094 0.36694947 0.23899618],[0.66336125 0.39897424 0.3445467 ],"[[0.79538786 0.38868165 0.51315284]
 [0.7866915  0.39640886 0.25725335]
 [0.8768635  0.38033938 0.56604946]
 [0.87363607 0.3866841  0.24916649]]",[0.71431154 0.47872064 0.4716083 ],0.6777825,0.6667301
976,[0.68241054 0.38903138 0.5009656 ],0.3385465,[0.65467566 0.3544047  0.3962314 ],[0.6539325  0.3705132  0.25381482],[0.66232574 0.401379   0.31958154],"[[0.7957347  0.38988945 0.5053671 ]
 [0.7857487  0.39708945 0.25364298]
 [0.8747115  0.37985048 0.57696354]
 [0.8724113  0.3860453  0.25550443]]",[0.713028   0.47826105 0.4906462 ],0.6785116,0.6675054
977,[0.683415  0.3896224 0.4800004],0.32693186,[0.65524143 0.3548969  0.42066556],[0.6553579  0.3695762  0.24005257],[0.6638811  0.40069246 0.34156948],"[[0.7960566  0.38974237 0.51084304]
 [0.7866001  0.39660397 0.25701687]
 [0.875476   0.37977636 0.5868218 ]
 [0.8731872  0.3857421  0.2758651 ]]",[0.7124885  0.47866818 0.4787228 ],0.6789386,0.66777956
979,[0.6819906  0.39029703 0.47419807],0.32237685,[0.6548242  0.3549746  0.39538187],[0.65497977 0.3692991  0.24456365],[0.6634414  0.4011039  0.32405186],"[[0.794624   0.39140928 0.42704087]
 [0.78577286 0.3964513  0.24779212]
 [0.8746284  0.380068   0.5735161 ]
 [0.8727614  0.38589272 0.25982645]]",[0.7116567  0.477861   0.48962054],0.67745143,0.6667391
980,[0.6826909  0.3904063  0.46175066],0.31821793,[0.6553583  0.35489357 0.41522324],[0.6558622  0.36899906 0.23691203],[0.6642951  0.40033808 0.3331388 ],"[[0.7963891  0.38875598 0.47567648]
 [0.78714496 0.3950628  0.24911082]
 [0.87507915 0.37922707 0.5728614 ]
 [0.873575   0.38510418 0.27839553]]",[0.7117787  0.4788027  0.49267194],0.6782412,0.6672821
981,[0.6795808  0.38793793 0.4387442 ],0.31972176,[0.6554352  0.35562205 0.4175942 ],[0.65673834 0.36843595 0.22677101],[0.6644098  0.40020677 0.34106967],"[[0.79570985 0.38834944 0.52676225]
 [0.78668064 0.39471436 0.2658833 ]
 [0.8758238  0.37976372 0.5513395 ]
 [0.873713   0.38520324 0.27151415]]",[0.7128123  0.47976175 0.47203416],0.6792576,0.66776663
982,[0.68217397 0.39013535 0.454783  ],0.30980632,[0.6548833  0.35512128 0.39679036],[0.6553218  0.36769307 0.23610802],[0.66406655 0.40012196 0.3206438 ],"[[0.7956594  0.38863316 0.52531105]
 [0.78703713 0.39517465 0.27344227]
 [0.8753752  0.37950495 0.57737684]
 [0.8729832  0.38514927 0.2802621 ]]",[0.7112013  0.47874188 0.47217953],0.6773614,0.66662186
983,[0.682847   0.3900089  0.45668206],0.3226876,[0.6549879  0.35487768 0.39871803],[0.655166   0.36791542 0.23391157],[0.6637503  0.40026763 0.32235074],"[[0.7961311  0.38870525 0.5219917 ]
 [0.7877185  0.39511552 0.2656565 ]
 [0.8745609  0.37916934 0.567547  ]
 [0.87314934 0.3850321  0.27782685]]",[0.7114494  0.47874498 0.47375762],0.678255,0.66745645
984,[0.6772943  0.38861245 0.44160533],0.34397626,[0.65556735 0.35542038 0.42641428],[0.6562549  0.36292043 0.18316299],[0.66441196 0.3990047  0.33544004],"[[0.7960763  0.38874274 0.49925783]
 [0.78868085 0.39407    0.2558414 ]
 [0.8756355  0.379686   0.56010807]
 [0.8738253  0.3847375  0.28983605]]",[0.71123624 0.4796332  0.45352408],0.680559,0.6688233
985,[0.67892134 0.3903612  0.44126114],0.34441844,[0.6564694  0.35727814 0.49369076],[0.6551269  0.36690345 0.25010383],[0.66285056 0.40010977 0.31721455],"[[0.79367465 0.39224204 0.45037386]
 [0.7856345  0.39630052 0.27142477]
 [0.87489563 0.37971923 0.58850145]
 [0.8728687  0.38590813 0.28303352]]",[0.7108754  0.47859535 0.4786044 ],0.6769385,0.6663028
986,[0.679902   0.3907188  0.44266444],0.33818716,[0.6548487  0.35569865 0.4136012 ],[0.6558931  0.36761156 0.24426268],[0.6635212  0.40108317 0.31667894],"[[0.79442173 0.39226338 0.446841  ]
 [0.7865346  0.39670184 0.28040373]
 [0.87520397 0.37944767 0.59499556]
 [0.87305063 0.3860321  0.28854808]]",[0.71182716 0.47912598 0.473787  ],0.6786745,0.6674051
987,[0.67747915 0.38884723 0.43872598],0.31922024,[0.6551414  0.35809922 0.54112726],[0.653509   0.36568832 0.2524336 ],[0.661976   0.40026903 0.33251655],"[[0.7947947  0.39047053 0.49821442]
 [0.7851564  0.3968794  0.25380132]
 [0.8754864  0.37933767 0.60639834]
 [0.8732738  0.3854217  0.26938626]]",[0.71292865 0.47904927 0.4698249 ],0.6755991,0.66503036
988,[0.67968905 0.3905709  0.45252168],0.32286817,[0.65576744 0.35728368 0.50983584],[0.65486056 0.36767694 0.2452371 ],[0.66295844 0.4023589  0.3099197 ],"[[0.79449445 0.39205894 0.4650496 ]
 [0.7869578  0.39713398 0.26628765]
 [0.8756419  0.37881523 0.5970083 ]
 [0.873436   0.38558543 0.26498926]]",[0.7097293  0.47796822 0.4788759 ],0.67750597,0.66625667
990,[0.6810199  0.38715786 0.41024634],0.3212555,[0.6548442  0.35535792 0.42897332],[0.65481496 0.36846685 0.23595059],[0.6634733  0.4018947  0.32526916],"[[0.7953284  0.38912284 0.50147223]
 [0.7845633  0.3969621  0.23286144]
 [0.8755313  0.37986192 0.5894756 ]
 [0.8729797  0.38550162 0.22816715]]",[0.71576035 0.47688067 0.38296348],0.6758949,0.66573536
991,[0.67853284 0.387179   0.41023037],0.31244132,[0.6553166  0.35751355 0.507812  ],[0.65340453 0.36640042 0.24970192],[0.66220516 0.40152225 0.3201506 ],"[[0.7915469  0.3918988  0.4697337 ]
 [0.7726072  0.39794818 0.21304101]
 [0.8750928  0.37943798 0.60200566]
 [0.85964483 0.3876507  0.097629  ]]",[0.71383744 0.47837695 0.29242358],0.67466325,0.66430944
992,[0.681743   0.39045554 0.46396804],0.30691507,[0.65547216 0.35743827 0.50329447],[0.6538821  0.3661862  0.24764429],[0.6626897  0.40103814 0.32665992],"[[0.791231   0.3919483  0.4716467 ]
 [0.7813083  0.39642364 0.24628729]
 [0.8750859  0.379471   0.612581  ]
 [0.87193143 0.38574043 0.23232351]]",[0.7140982  0.47799417 0.47357535],0.67481565,0.6643433
993,[0.6777422 0.3908044 0.4633247],0.34353912,[0.6546779  0.35822612 0.5382544 ],[0.6533749  0.36315033 0.24299084],[0.66298187 0.39654726 0.3439121 ],"[[0.7940765  0.3898308  0.5321152 ]
 [0.7829732  0.39522585 0.27055973]
 [0.87771475 0.3792054  0.611768  ]
 [0.8727947  0.38569918 0.24686801]]",[0.7155723  0.48112184 0.32996154],0.6740613,0.6635929
994,[0.67821735 0.3887811  0.44097462],0.3284984,[0.6544383  0.35514894 0.40619624],[0.6542961  0.3661726  0.24156833],[0.6627446 0.3981343 0.3380354],"[[0.7965826  0.39091393 0.5134847 ]
 [0.7858913  0.3956645  0.25242603]
 [0.87515146 0.37955612 0.59846365]
 [0.872257   0.38477147 0.26215237]]",[0.7135565  0.4792797  0.48100004],0.6763003,0.6658412
995,[0.6777138  0.38901865 0.4351735 ],0.32465786,[0.6561558  0.35828114 0.5082118 ],[0.65425414 0.36583218 0.24337168],[0.6629257  0.39843574 0.33153766],"[[0.7945625  0.39081255 0.5177301 ]
 [0.7846425  0.39579034 0.25622022]
 [0.8747846  0.37957323 0.59596205]
 [0.87171125 0.38477024 0.26057157]]",[0.71262676 0.4791472  0.47491428],0.67499536,0.6646557
996,[0.6783599 0.3881728 0.4280596],0.31562346,[0.654615   0.3551136  0.40770715],[0.65518385 0.36533278 0.2326128 ],[0.6636523  0.39793888 0.33506006],"[[0.79590744 0.39095172 0.5149263 ]
 [0.7870905  0.39590976 0.25687844]
 [0.87473327 0.37952542 0.57429314]
 [0.87249887 0.38482332 0.27572185]]",[0.71254826 0.4785129  0.47402325],0.6770022,0.6661947
997,[0.6764995  0.388994   0.42271426],0.33558634,[0.6541882 0.3561187 0.3977552],[0.6552935  0.3652407  0.23310307],[0.66431975 0.3992623  0.32009658],"[[0.7941187  0.39256135 0.45272356]
 [0.7868924  0.39562517 0.27539572]
 [0.87415385 0.37887982 0.57928383]
 [0.8722432  0.38466197 0.27385738]]",[0.71150136 0.47893247 0.46543556],0.67705166,0.66622895
998,[0.6768099  0.38803884 0.41239503],0.3407394,[0.65433884 0.3559832  0.40667278],[0.6553415  0.3661501  0.23543848],[0.6641439  0.4000122  0.32466573],"[[0.7942907  0.39212132 0.4470304 ]
 [0.7871999  0.39577153 0.27132046]
 [0.8746682  0.37889487 0.5725837 ]
 [0.87288165 0.38483146 0.27370575]]",[0.71152526 0.4784835  0.4712193 ],0.6771863,0.6662946
999,[0.67785305 0.38827047 0.42498177],0.30415538,[0.6542926  0.35567915 0.40065435],[0.65541506 0.36496347 0.22371677],[0.66489846 0.40064597 0.33946672],"[[0.7944609  0.39039645 0.5443618 ]
 [0.78721404 0.39636183 0.2760832 ]
 [0.8758054  0.3794233  0.5703434 ]
 [0.87369394 0.38554502 0.26519635]]",[0.71260047 0.4788142  0.45958218],0.6764923,0.66575545
1000,[0.68139386 0.3899787  0.46593338],0.3358153,[0.65589464 0.35818166 0.5003803 ],[0.6544399  0.3673585  0.24171607],[0.66253877 0.4009752  0.31115565],"[[0.7950677  0.38980165 0.5090952 ]
 [0.7864137  0.39639604 0.25696307]
 [0.87430835 0.37865996 0.60271406]
 [0.87274975 0.38511863 0.25885305]]",[0.71097964 0.47781584 0.4687855 ],0.67593867,0.6652677
1001,[0.6813616  0.39014176 0.46953127],0.3462555,[0.65431726 0.35564646 0.41561478],[0.65432554 0.36819726 0.2537418 ],[0.66136754 0.4011883  0.31474066],"[[0.7951942  0.3903671  0.5072596 ]
 [0.7852294  0.397019   0.25735998]
 [0.8751287  0.3787264  0.61944795]
 [0.87294066 0.3854466  0.2564409 ]]",[0.7115973  0.47834778 0.47804752],0.67611283,0.6655152
1002,[0.68115115 0.39045125 0.46869105],0.32366797,[0.6552949  0.35735375 0.50773495],[0.653785   0.36709166 0.25015438],[0.66078526 0.40075976 0.314161  ],"[[0.7953078  0.39004615 0.5106407 ]
 [0.7842634  0.39693445 0.25235152]
 [0.8755084  0.37864506 0.61971945]
 [0.87255067 0.3861979  0.24718264]]",[0.7105412  0.4777048  0.46862388],0.676045,0.6655717
1003,[0.6823289  0.38821453 0.5104381 ],0.3470492,[0.6552063  0.3553448  0.46192744],[0.6530898  0.3696121  0.25726694],[0.66050786 0.40337557 0.30638248],"[[0.7947196  0.389672   0.51620626]
 [0.78381026 0.39796197 0.25014737]
 [0.8744464  0.37886363 0.59509397]
 [0.87186563 0.386603   0.21990955]]",[0.7154827  0.4774134  0.39093083],0.67752796,0.66686106
1004,[0.6825259  0.39009124 0.47444645],0.34705743,[0.65479505 0.35578316 0.48087332],[0.6528303  0.36950827 0.26252356],[0.6606419  0.40292832 0.3290579 ],"[[0.79451895 0.38922602 0.5161886 ]
 [0.7830837  0.39776492 0.24572147]
 [0.87542516 0.37888885 0.615492  ]
 [0.8716073  0.38714325 0.22667907]]",[0.71758753 0.47850922 0.41505507],0.6771681,0.66666174
1005,[0.6824387 0.3871915 0.5042672],0.33164483,[0.6540848  0.3542655  0.45147938],[0.6517921  0.36878407 0.25041753],[0.65945125 0.4011985  0.28870746],"[[0.7919363  0.38750443 0.52555114]
 [0.77253693 0.39889637 0.20617856]
 [0.87369096 0.37893853 0.5960984 ]
 [0.85913104 0.38924068 0.10009519]]",[0.7129044  0.47427326 0.35268036],0.6767238,0.6663893
1006,[0.6822617  0.38537803 0.51323247],0.34779564,[0.65427876 0.3533287  0.4334038 ],[0.6516385  0.36955836 0.26645973],[0.6600302  0.40179676 0.29293597],"[[0.7920949  0.39092726 0.49777016]
 [0.77241486 0.3994977  0.21407084]
 [0.87268966 0.37861115 0.6001067 ]
 [0.85795456 0.3889689  0.09977675]]",[0.7103509  0.4730741  0.44668126],0.6779489,0.66729665
1007,[0.68219095 0.3849439  0.51477647],0.3474026,[0.6532604  0.35937133 0.44732696],[0.65194505 0.36920488 0.2587559 ],[0.66068757 0.4014066  0.2943874 ],"[[0.7914582  0.3909998  0.49103144]
 [0.78242415 0.39746997 0.24391192]
 [0.87265193 0.37843087 0.5710844 ]
 [0.8704494  0.3862653  0.21822251]]",[0.7087436  0.47228748 0.43829247],0.678238,0.6673663
1009,[0.6827611  0.38425463 0.50972354],0.34499887,[0.654737   0.3585662  0.43903756],[0.65286916 0.36630085 0.26651296],[0.6603618  0.3986349  0.30724007],"[[0.7928475  0.39119914 0.46930367]
 [0.78194696 0.39717445 0.24710812]
 [0.87253755 0.37813014 0.59780234]
 [0.8575816  0.38853654 0.10234509]]",[0.71394086 0.474382   0.35691187],0.67766047,0.66615117
1010,[0.6836429  0.38321984 0.508831  ],0.34446517,[0.6544853  0.35823458 0.36014456],[0.65362686 0.3659512  0.26313686],[0.6600426  0.3999628  0.29154462],"[[0.79482126 0.38831133 0.5332458 ]
 [0.7834591  0.39716274 0.24760523]
 [0.8724753  0.3781408  0.5878202 ]
 [0.87031573 0.38564897 0.2224814 ]]",[0.71561605 0.474918   0.38836595],0.6795752,0.6675543
1011,[0.68341887 0.38671467 0.50007   ],0.34334266,[0.65577507 0.3597498  0.34605402],[0.6551121  0.36347008 0.2432567 ],[0.66029036 0.3983433  0.31416208],"[[0.79348034 0.3878952  0.5123614 ]
 [0.7830909  0.39620903 0.24309066]
 [0.87404376 0.3782951  0.59117603]
 [0.87095135 0.38579094 0.22667532]]",[0.7162698  0.47711933 0.41195387],0.68067294,0.6688188
1012,[0.6830807  0.38561466 0.52239597],0.34317315,[0.6551898  0.35802832 0.36797887],[0.6535961  0.364432   0.26265875],[0.65962946 0.39988017 0.30357745],"[[0.7937673  0.38907316 0.51427186]
 [0.7825289  0.39744416 0.25243905]
 [0.873646   0.3788757  0.58763766]
 [0.8709432  0.38625836 0.2269846 ]]",[0.7150784  0.47638038 0.39844963],0.6804351,0.6681414
1013,[0.6815635  0.38878432 0.49044695],0.34316495,[0.6553093  0.35958374 0.3327865 ],[0.65538603 0.3635552  0.24812576],[0.6606985  0.3980102  0.32388377],"[[0.7932218  0.38955876 0.51286554]
 [0.7838236  0.39605227 0.26353326]
 [0.8737905  0.37913063 0.5606066 ]
 [0.8716489  0.38585144 0.25203156]]",[0.7116292  0.47649136 0.47778127],0.68157375,0.6685483
1014,[0.6816922 0.3909477 0.450248 ],0.34229255,[0.6562924  0.35975638 0.33884242],[0.65679723 0.3628646  0.23573312],[0.6608085  0.396772   0.35402712],"[[0.7946211  0.3899015  0.50265145]
 [0.784613   0.39594242 0.25568518]
 [0.87497455 0.379629   0.57318705]
 [0.8718771  0.38562813 0.25313246]]",[0.7121042  0.47769699 0.49173257],0.68156457,0.6700057
1015,[0.6809138  0.38968265 0.45961463],0.34380102,[0.65616953 0.36070356 0.32612577],[0.65628356 0.36260918 0.21361676],[0.66051394 0.39845103 0.3298901 ],"[[0.79525715 0.3900969  0.4884761 ]
 [0.78512484 0.39628315 0.27235493]
 [0.87450355 0.37941858 0.5686451 ]
 [0.87241256 0.38643092 0.27647778]]",[0.71240675 0.4765636  0.48036048],0.6840268,0.67042303
1016,[0.68093914 0.39034036 0.44363147],0.3081489,[0.65691334 0.36069497 0.34393242],[0.65726894 0.36183968 0.23340513],[0.6591014  0.39836127 0.31811813],"[[0.7963289  0.3904692  0.48240116]
 [0.7852194  0.3965466  0.2535461 ]
 [0.8743889  0.3796644  0.5689211 ]
 [0.8720946  0.38681683 0.25541046]]",[0.7125546  0.4770075  0.48513713],0.6869786,0.6728705
1017,[0.67938393 0.3882104  0.4377269 ],0.34363723,[0.65805906 0.36130154 0.3540819 ],[0.65888643 0.35813636 0.23799537],[0.6618759  0.39293087 0.32577944],"[[0.7949261  0.39021596 0.5051346 ]
 [0.7859725  0.39472383 0.2525608 ]
 [0.8754578  0.38062617 0.57195246]
 [0.8722334  0.38657495 0.24975042]]",[0.7121016  0.47907498 0.47974336],0.6866534,0.6743749
1018,[0.6812159  0.388855   0.48600742],0.31910005,[0.6579613 0.3602973 0.3909228],[0.65788794 0.3622538  0.25067735],[0.6599622  0.39842728 0.30980134],"[[0.79578125 0.38870057 0.4372807 ]
 [0.78537035 0.39492044 0.24572378]
 [0.8738444  0.37934178 0.5775139 ]
 [0.8708584  0.38645226 0.23514608]]",[0.7160732  0.47660762 0.41514415],0.6877198,0.67278105
1019,[0.6815504  0.39064032 0.44793218],0.34439814,[0.65760756 0.36071703 0.37103328],[0.6586363  0.36071095 0.23921633],[0.6610857  0.39669892 0.32916662],"[[0.79586405 0.38723937 0.44221923]
 [0.78614026 0.3934992  0.23636474]
 [0.8745048  0.37869042 0.57065606]
 [0.87145156 0.38457718 0.24197562]]",[0.7138641  0.47823167 0.50839007],0.68527806,0.6724682
1020,[0.67995644 0.38991007 0.46798027],0.34232032,[0.65566    0.358673   0.38229978],[0.6570352  0.36366186 0.26835552],[0.65973306 0.3969186  0.34546497],"[[0.7896174  0.38872102 0.4384265 ]
 [0.77038074 0.39567834 0.25445002]
 [0.87487686 0.37987915 0.6074188 ]
 [0.87068605 0.38731885 0.18054977]]",[0.7169317  0.47976267 0.36003804],0.6790885,0.6679676
1021,[0.6795292  0.38735375 0.4769908 ],0.34318167,[0.6552512 0.3586812 0.3848442],[0.6565573  0.36510196 0.28317565],[0.6591398  0.39819834 0.3307046 ],"[[0.7910046  0.3889714  0.42295042]
 [0.77898633 0.39485815 0.25544795]
 [0.8739332  0.37852722 0.61476433]
 [0.8710938  0.38738686 0.17263277]]",[0.7194317  0.4779013  0.46694726],0.68076736,0.667467
1022,[0.6795615  0.38744655 0.47654408],0.34359565,[0.65529704 0.35930258 0.37240964],[0.65630436 0.36577255 0.28948843],[0.65822023 0.39839077 0.32029662],"[[0.79191387 0.38955432 0.42879823]
 [0.7795374  0.39534986 0.2624217 ]
 [0.8741909  0.3785346  0.62720585]
 [0.85821617 0.3893113  0.10026752]]",[0.72038895 0.47865906 0.47322628],0.68150073,0.66811204
1023,[0.6809952  0.39109161 0.4537245 ],0.33951184,[0.6562001  0.3586358  0.39314646],[0.656781   0.36441976 0.21118677],[0.6619852  0.39289835 0.35799077],"[[0.79514706 0.3908753  0.4926199 ]
 [0.78345674 0.39509502 0.26678   ]
 [0.8749239  0.37965617 0.6109922 ]
 [0.8699878  0.38627246 0.24125299]]",[0.71526754 0.4806999  0.32439032],0.68116343,0.6690262
1024,[0.68182856 0.38648328 0.5049647 ],0.3373304,[0.65679955 0.3585625  0.41524294],[0.6576915 0.3643537 0.2656142],[0.66037303 0.3978769  0.35068104],"[[0.796279   0.38890994 0.4519736 ]
 [0.78367275 0.3960589  0.24265331]
 [0.8737133  0.37841108 0.59323156]
 [0.8708664  0.3866394  0.23679556]]",[0.71867245 0.4772843  0.456891  ],0.6821337,0.6710622
1025,[0.6812161  0.38678813 0.48538947],0.34220108,[0.6561639  0.35827395 0.39875647],[0.656826   0.36369306 0.26726767],[0.660365   0.39910418 0.3369667 ],"[[0.795083   0.38909253 0.43887487]
 [0.783009   0.39628127 0.23794477]
 [0.87337947 0.37858656 0.58492196]
 [0.87035567 0.3870557  0.23888019]]",[0.718002   0.4779162  0.43533856],0.6819624,0.67049384
1026,[0.6827879  0.38808048 0.4800809 ],0.30671528,[0.657699   0.3596642  0.40825966],[0.6574214  0.36122277 0.24113514],[0.6609853  0.39900076 0.3576176 ],"[[0.79641694 0.38846576 0.44927174]
 [0.78380156 0.39584798 0.23680891]
 [0.87496203 0.37902978 0.6053296 ]
 [0.87161154 0.3872879  0.2412233 ]]",[0.7177509  0.47956038 0.35487002],0.6847324,0.6728717
1027,[0.68284446 0.3859409  0.50724494],0.3428628,[0.65591156 0.35797027 0.4134092 ],[0.65539336 0.36530784 0.27613664],[0.65999734 0.4009442  0.33491778],"[[0.79528457 0.38831523 0.45574784]
 [0.7814667  0.39610413 0.24412291]
 [0.8734891  0.37855616 0.60043085]
 [0.8702925  0.38755098 0.23162597]]",[0.7195784  0.47899523 0.46471828],0.68114114,0.669811
1028,[0.6834315  0.38667747 0.51407886],0.34330913,[0.6564697  0.3592542  0.39060375],[0.6554105  0.36731428 0.27767178],[0.6598134  0.40344676 0.32051548],"[[0.7952149  0.38801974 0.42301998]
 [0.7813866  0.3962561  0.2302709 ]
 [0.87276894 0.37793094 0.6028237 ]
 [0.86992896 0.3868465  0.23620725]]",[0.72019374 0.478643   0.4821933 ],0.68116325,0.66963977
1029,[0.6830494  0.38714084 0.50211823],0.34071556,[0.65511376 0.35734913 0.40010282],[0.65487814 0.3625267  0.27087355],[0.6608046  0.39763552 0.37392256],"[[0.79578125 0.38771358 0.4654837 ]
 [0.78257287 0.39501157 0.23062733]
 [0.87387884 0.3785219  0.58309305]
 [0.8700197  0.3869264  0.22661172]]",[0.71853405 0.4800625  0.44296136],0.679373,0.66764146
1030,[0.68330044 0.38501325 0.50380397],0.34246847,[0.65435904 0.35690773 0.39219016],[0.6526793  0.36522833 0.29957283],[0.65811616 0.4007168  0.33010754],"[[0.7949415  0.3878903  0.44383404]
 [0.7798785  0.3959975  0.23490329]
 [0.8731305  0.3784976  0.6081474 ]
 [0.8689579  0.38777584 0.20921381]]",[0.7205972  0.47886726 0.50073814],0.67797565,0.66640055
1031,[0.6836992  0.38556668 0.5128122 ],0.342314,[0.6548984  0.35805118 0.39030567],[0.6536419  0.36457655 0.28759265],[0.65868014 0.40052387 0.33877182],"[[0.79585457 0.3875424  0.4476595 ]
 [0.7806736  0.39531308 0.23041157]
 [0.87304556 0.3788422  0.59171134]
 [0.86933416 0.38789058 0.21329728]]",[0.7204668  0.47925323 0.49562192],0.67874914,0.66744196
1032,[0.6841172  0.38579708 0.50929546],0.34200788,[0.6543256 0.3573218 0.3904146],[0.6530827  0.3629508  0.27290136],[0.65947807 0.3979469  0.3498137 ],"[[0.79475385 0.38714084 0.4751651 ]
 [0.76958287 0.39624193 0.22179003]
 [0.87441236 0.3797226  0.59516585]
 [0.85769063 0.39024752 0.09794017]]",[0.7184841  0.47951585 0.4471581 ],0.6784537,0.6672061
1033,[0.6841691  0.3851003  0.49609298],0.34284,[0.65487283 0.3583986  0.39808676],[0.65382594 0.3649515  0.2774417 ],[0.6590875  0.40154162 0.32821247],"[[0.79535097 0.38682142 0.45901728]
 [0.76980567 0.39686334 0.22596313]
 [0.87381    0.37853932 0.5909637 ]
 [0.86947453 0.38798222 0.20244947]]",[0.7201514  0.4774735  0.49560466],0.67926186,0.66835886
